point_id,source_dataset,old_label,action,new_label,scores_used,reason
work-gdpval-94925f49-gpt5,GDPval,below,keep_below,below,occupation-level wins-or-ties 20% against expert deliverables,collection-level transfer; complete deliverable preferred less often than the expert
work-gdpval-99ac6944-gpt5,GDPval,below,keep_below,below,occupation-level wins-or-ties 30% against expert deliverables,collection-level transfer; complete deliverable preferred less often than the expert
work-gdpval-9a0d8d36-gpt5,GDPval,below,keep_below,below,occupation-level wins-or-ties 20% against expert deliverables,collection-level transfer; complete deliverable preferred less often than the expert
work-gdpval-9e8607e7-gpt5,GDPval,below,keep_below,below,occupation-level wins-or-ties 33% against expert deliverables,collection-level transfer; complete deliverable preferred less often than the expert
work-gdpval-9efbcd35-gpt5,GDPval,below,keep_below,below,occupation-level wins-or-ties 29% against expert deliverables,collection-level transfer; complete deliverable preferred less often than the expert
work-gdpval-a0552909-gpt5,GDPval,below,keep_below,below,occupation-level wins-or-ties 44% against expert deliverables,collection-level transfer; complete deliverable preferred less often than the expert
work-gdpval-a079d38f-gpt5,GDPval,below,keep_below,below,occupation-level wins-or-ties 29% against expert deliverables,collection-level transfer; complete deliverable preferred less often than the expert
work-gdpval-a10ec48c-gpt5,GDPval,below,keep_below,below,occupation-level wins-or-ties 23% against expert deliverables,collection-level transfer; complete deliverable preferred less often than the expert
work-gdpval-a1963a68-gpt5,GDPval,below,keep_below,below,occupation-level wins-or-ties 11% against expert deliverables,collection-level transfer; complete deliverable preferred less often than the expert
work-gdpval-a73fbc98-gpt5,GDPval,below,keep_below,below,occupation-level wins-or-ties 40% against expert deliverables,collection-level transfer; complete deliverable preferred less often than the expert
work-gdpval-a74ead3b-gpt5,GDPval,below,keep_below,below,occupation-level wins-or-ties 21% against expert deliverables,collection-level transfer; complete deliverable preferred less often than the expert
work-gdpval-a941b6d8-gpt5,GDPval,below,keep_below,below,occupation-level wins-or-ties 17% against expert deliverables,collection-level transfer; complete deliverable preferred less often than the expert
work-gdpval-a95a5829-gpt5,GDPval,below,keep_below,below,occupation-level wins-or-ties 37% against expert deliverables,collection-level transfer; complete deliverable preferred less often than the expert
work-gdpval-a99d85fc-gpt5,GDPval,below,keep_below,below,occupation-level wins-or-ties 17% against expert deliverables,collection-level transfer; complete deliverable preferred less often than the expert
work-gdpval-b39a5aa7-gpt5,GDPval,below,keep_below,below,occupation-level wins-or-ties 11% against expert deliverables,collection-level transfer; complete deliverable preferred less often than the expert
work-gdpval-b57efde3-gpt5,GDPval,below,keep_below,below,occupation-level wins-or-ties 29% against expert deliverables,collection-level transfer; complete deliverable preferred less often than the expert
work-gdpval-b5d2e6f1-gpt5,GDPval,below,keep_below,below,occupation-level wins-or-ties 23% against expert deliverables,collection-level transfer; complete deliverable preferred less often than the expert
work-gdpval-b78fd844-gpt5,GDPval,below,keep_below,below,occupation-level wins-or-ties 11% against expert deliverables,collection-level transfer; complete deliverable preferred less often than the expert
work-gdpval-b9665ca1-gpt5,GDPval,below,keep_below,below,occupation-level wins-or-ties 9% against expert deliverables,collection-level transfer; complete deliverable preferred less often than the expert
work-gdpval-bb499d9c-gpt5,GDPval,below,keep_below,below,occupation-level wins-or-ties 29% against expert deliverables,collection-level transfer; complete deliverable preferred less often than the expert
work-gdpval-bb863dd9-gpt5,GDPval,below,keep_below,below,occupation-level wins-or-ties 29% against expert deliverables,collection-level transfer; complete deliverable preferred less often than the expert
work-gdpval-bbe0a93b-gpt5,GDPval,below,keep_below,below,occupation-level wins-or-ties 21% against expert deliverables,collection-level transfer; complete deliverable preferred less often than the expert
work-gdpval-bd72994f-gpt5,GDPval,below,keep_below,below,occupation-level wins-or-ties 34% against expert deliverables,collection-level transfer; complete deliverable preferred less often than the expert
work-gdpval-be830ca0-gpt5,GDPval,below,keep_below,below,occupation-level wins-or-ties 9% against expert deliverables,collection-level transfer; complete deliverable preferred less often than the expert
work-gdpval-c3525d4d-gpt5,GDPval,below,keep_below,below,occupation-level wins-or-ties 23% against expert deliverables,collection-level transfer; complete deliverable preferred less often than the expert
work-gdpval-c44e9b62-gpt5,GDPval,below,keep_below,below,occupation-level wins-or-ties 43% against expert deliverables,collection-level transfer; complete deliverable preferred less often than the expert
work-gdpval-c6269101-gpt5,GDPval,below,keep_below,below,occupation-level wins-or-ties 9% against expert deliverables,collection-level transfer; complete deliverable preferred less often than the expert
work-gdpval-c657103b-gpt5,GDPval,below,keep_below,below,occupation-level wins-or-ties 20% against expert deliverables,collection-level transfer; complete deliverable preferred less often than the expert
work-gdpval-c7d83f01-gpt5,GDPval,below,keep_below,below,occupation-level wins-or-ties 33% against expert deliverables,collection-level transfer; complete deliverable preferred less often than the expert
work-gdpval-c94452e4-gpt5,GDPval,below,keep_below,below,occupation-level wins-or-ties 17% against expert deliverables,collection-level transfer; complete deliverable preferred less often than the expert
work-gdpval-ce864f41-gpt5,GDPval,below,keep_below,below,occupation-level wins-or-ties 26% against expert deliverables,collection-level transfer; complete deliverable preferred less often than the expert
work-gdpval-cecac8f9-gpt5,GDPval,below,keep_below,below,occupation-level wins-or-ties 34% against expert deliverables,collection-level transfer; complete deliverable preferred less often than the expert
work-gdpval-d3d255b2-gpt5,GDPval,below,keep_below,below,occupation-level wins-or-ties 20% against expert deliverables,collection-level transfer; complete deliverable preferred less often than the expert
work-gdpval-d4525420-gpt5,GDPval,below,keep_below,below,occupation-level wins-or-ties 34% against expert deliverables,collection-level transfer; complete deliverable preferred less often than the expert
work-gdpval-dd724c67-gpt5,GDPval,below,keep_below,below,occupation-level wins-or-ties 31% against expert deliverables,collection-level transfer; complete deliverable preferred less often than the expert
work-gdpval-e14e32ba-gpt5,GDPval,below,keep_below,below,occupation-level wins-or-ties 29% against expert deliverables,collection-level transfer; complete deliverable preferred less often than the expert
work-gdpval-e21cd746-gpt5,GDPval,below,keep_below,below,occupation-level wins-or-ties 33% against expert deliverables,collection-level transfer; complete deliverable preferred less often than the expert
work-gdpval-e222075d-gpt5,GDPval,below,keep_below,below,occupation-level wins-or-ties 17% against expert deliverables,collection-level transfer; complete deliverable preferred less often than the expert
work-gdpval-e4f664ea-gpt5,GDPval,below,keep_below,below,occupation-level wins-or-ties 29% against expert deliverables,collection-level transfer; complete deliverable preferred less often than the expert
work-gdpval-eb54f575-gpt5,GDPval,below,keep_below,below,occupation-level wins-or-ties 37% against expert deliverables,collection-level transfer; complete deliverable preferred less often than the expert
work-gdpval-ed2bc14c-gpt5,GDPval,below,keep_below,below,occupation-level wins-or-ties 17% against expert deliverables,collection-level transfer; complete deliverable preferred less often than the expert
work-gdpval-ee09d943-gpt5,GDPval,below,keep_below,below,occupation-level wins-or-ties 15% against expert deliverables,collection-level transfer; complete deliverable preferred less often than the expert
work-gdpval-ef8719da-gpt5,GDPval,below,keep_below,below,occupation-level wins-or-ties 40% against expert deliverables,collection-level transfer; complete deliverable preferred less often than the expert
work-gdpval-f1be6436-gpt5,GDPval,below,keep_below,below,occupation-level wins-or-ties 44% against expert deliverables,collection-level transfer; complete deliverable preferred less often than the expert
work-gdpval-f2986c1f-gpt5,GDPval,below,keep_below,below,occupation-level wins-or-ties 13% against expert deliverables,collection-level transfer; complete deliverable preferred less often than the expert
work-gdpval-f5d428fd-gpt5,GDPval,below,keep_below,below,occupation-level wins-or-ties 23% against expert deliverables,collection-level transfer; complete deliverable preferred less often than the expert
work-gdpval-f841ddcf-gpt5,GDPval,below,keep_below,below,occupation-level wins-or-ties 23% against expert deliverables,collection-level transfer; complete deliverable preferred less often than the expert
work-gdpval-f9a1c16c-gpt5,GDPval,below,keep_below,below,occupation-level wins-or-ties 30% against expert deliverables,collection-level transfer; complete deliverable preferred less often than the expert
work-gdpval-fccaa4a1-gpt5,GDPval,below,keep_below,below,occupation-level wins-or-ties 23% against expert deliverables,collection-level transfer; complete deliverable preferred less often than the expert
work-gdpval-fd6129bd-gpt5,GDPval,below,keep_below,below,occupation-level wins-or-ties 26% against expert deliverables,collection-level transfer; complete deliverable preferred less often than the expert
work-gdpval-fe0d3941-gpt5,GDPval,below,keep_below,below,occupation-level wins-or-ties 31% against expert deliverables,collection-level transfer; complete deliverable preferred less often than the expert
work-gdpval-feb5eefc-gpt5,GDPval,below,keep_below,below,occupation-level wins-or-ties 20% against expert deliverables,collection-level transfer; complete deliverable preferred less often than the expert
work-gdpval-ff85ee58-gpt5,GDPval,below,keep_below,below,occupation-level wins-or-ties 30% against expert deliverables,collection-level transfer; complete deliverable preferred less often than the expert
work-gdpval-ffed32d8-gpt5,GDPval,below,keep_below,below,occupation-level wins-or-ties 13% against expert deliverables,collection-level transfer; complete deliverable preferred less often than the expert
work-gdpval-0112fc9b-opus5,GDPval / GDPval-AA v2,above,above,above,AA panel Elo 1735 vs expert deliverables anchored at 1000,"collection-level AI-panel transfer; the expert still delivers the professional artifact, so the Elo gap is a preference margin, not a job-completion gap"
work-gdpval-01d7e53e-opus5,GDPval / GDPval-AA v2,above,above,above,AA panel Elo 1735 vs expert deliverables anchored at 1000,"collection-level AI-panel transfer; the expert still delivers the professional artifact, so the Elo gap is a preference margin, not a job-completion gap"
work-gdpval-02314fc6-opus5,GDPval / GDPval-AA v2,above,above,above,AA panel Elo 1735 vs expert deliverables anchored at 1000,"collection-level AI-panel transfer; the expert still delivers the professional artifact, so the Elo gap is a preference margin, not a job-completion gap"
work-gdpval-02aa1805-opus5,GDPval / GDPval-AA v2,above,above,above,AA panel Elo 1735 vs expert deliverables anchored at 1000,"collection-level AI-panel transfer; the expert still delivers the professional artifact, so the Elo gap is a preference margin, not a job-completion gap"
work-gdpval-0353ee0c-opus5,GDPval / GDPval-AA v2,above,above,above,AA panel Elo 1735 vs expert deliverables anchored at 1000,"collection-level AI-panel transfer; the expert still delivers the professional artifact, so the Elo gap is a preference margin, not a job-completion gap"
work-gdpval-0419f1c3-opus5,GDPval / GDPval-AA v2,above,above,above,AA panel Elo 1735 vs expert deliverables anchored at 1000,"collection-level AI-panel transfer; the expert still delivers the professional artifact, so the Elo gap is a preference margin, not a job-completion gap"
